1680631250.426,2.4500000000625732,66.12105310631475,0,321.9,1558.8,cloud
1680631250.465,7.824999999984357,18.46670968669982,12.9,62,1282,edge
1680631251.014,2.4500000000625732,66.12105310631475,0,321.9,1558.8,cloud
1680631251.032,7.824999999984357,18.46670968669982,12.9,62,1282,edge
1680631251.569,2.4500000000625732,66.12105310631475,0,321.9,1558.8,cloud
1680631251.602,7.824999999984357,18.46670968669982,12.9,62,1282,edge
1680631252.124,2.4500000000625732,66.12105310631475,0,321.9,1558.8,cloud
1680631252.143,11.45000000001346,18.418173834800054,12.9,62,1284.1,edge
1680631252.665,2.4500000000625732,66.12105310631475,0,321.9,1558.8,cloud
1680631252.684,11.45000000001346,18.418173834800054,12.9,62,1284.1,edge
1680631253.208,2.4500000000625732,66.12105310631475,0,321.9,1558.8,cloud
1680631253.226,11.45000000001346,18.418173834800054,12.9,62,1284.1,edge
1680631253.748,2.4500000000625732,66.12105310631475,0,321.9,1558.8,cloud
1680631253.766,11.45000000001346,18.418173834800054,12.9,62,1284.1,edge
1680631254.288,2.4500000000625732,66.12105310631475,0,321.9,1558.8,cloud
1680631254.307,11.45000000001346,18.418173834800054,12.9,62,1284.1,edge
1680631254.829,2.4500000000625732,66.12105310631475,0,321.9,1558.8,cloud
1680631254.847,11.45000000001346,18.418173834800054,12.9,62,1284.1,edge
1680631255.372,2.4500000000625732,66.12105310631475,0,321.9,1558.8,cloud
1680631255.396,11.45000000001346,18.418173834800054,12.9,62,1284.1,edge
1680631255.924,2.4500000000625732,66.12105310631475,0,321.9,1558.8,cloud
1680631255.942,11.45000000001346,18.418173834800054,12.9,62,1284.1,edge
1680631256.464,2.4500000000625732,66.12105310631475,0,321.9,1558.8,cloud
1680631256.483,11.45000000001346,18.418173834800054,12.9,62,1284.1,edge
1680631257.007,6.449999999967986,66.8293576258219,0,266.8,1555.8,cloud
1680631257.026,11.45000000001346,18.418173834800054,12.9,62,1284.1,edge
1680631257.55,6.449999999967986,66.8293576258219,0,266.8,1555.8,cloud
1680631257.568,11.45000000001346,18.418173834800054,12.9,62,1284.1,edge
1680631258.09,6.449999999967986,66.8293576258219,0,266.8,1555.8,cloud
1680631258.109,11.45000000001346,18.418173834800054,12.9,62,1284.1,edge
1680631258.631,6.449999999967986,66.8293576258219,0,266.8,1555.8,cloud
1680631258.649,11.45000000001346,18.418173834800054,12.9,62,1284.1,edge
1680631259.17,6.449999999967986,66.8293576258219,0,266.8,1555.8,cloud
1680631259.188,11.45000000001346,18.418173834800054,12.9,62,1284.1,edge
1680631259.709,6.449999999967986,66.8293576258219,0,266.8,1555.8,cloud
1680631259.727,11.45000000001346,18.418173834800054,12.9,62,1284.1,edge
1680631260.249,6.449999999967986,66.8293576258219,0,266.8,1555.8,cloud
1680631260.269,11.45000000001346,18.418173834800054,12.9,62,1284.1,edge
1680631260.796,6.449999999967986,66.8293576258219,0,266.8,1555.8,cloud
1680631260.818,11.45000000001346,18.418173834800054,12.9,62,1284.1,edge
