1680629809.036,2.931250000037849,65.87256879847152,0,266.8,1557,cloud
1680629809.06,8.27499999999418,18.332972038822646,12.9,66.2,1290,edge
1680629809.592,2.931250000037849,65.87256879847152,0,266.8,1557,cloud
1680629809.611,8.27499999999418,18.332972038822646,12.9,66.2,1290,edge
1680629810.133,2.931250000037849,65.87256879847152,0,266.8,1557,cloud
1680629810.154,8.27499999999418,18.332972038822646,12.9,66.2,1290,edge
1680629810.677,2.931250000037849,65.87256879847152,0,266.8,1557,cloud
1680629810.702,8.27499999999418,18.332972038822646,12.9,66.2,1290,edge
1680629811.262,2.931250000037849,65.87256879847152,0,266.8,1557,cloud
1680629811.285,8.27499999999418,18.332972038822646,14.9,66.2,1290,edge
1680629811.807,2.931250000037849,65.87256879847152,0,266.8,1557,cloud
1680629811.824,16.47500000000946,18.598787559330678,14.9,62,1285.4,edge
1680629812.346,2.931250000037849,65.87256879847152,0,266.8,1557,cloud
1680629812.364,16.47500000000946,18.598787559330678,14.9,62,1285.4,edge
1680629812.885,2.931250000037849,65.87256879847152,0,266.8,1557,cloud
1680629812.902,16.47500000000946,18.598787559330678,14.9,62,1285.4,edge
1680629813.425,2.931250000037849,65.87256879847152,0,266.8,1557,cloud
1680629813.443,16.47500000000946,18.598787559330678,14.9,62,1285.4,edge
1680629813.966,2.931250000037849,65.87256879847152,0,266.8,1557,cloud
1680629813.983,16.47500000000946,18.598787559330678,14.9,62,1285.4,edge
1680629814.505,2.931250000037849,65.87256879847152,0,266.8,1557,cloud
1680629814.522,16.47500000000946,18.598787559330678,14.9,62,1285.4,edge
1680629815.044,2.931250000037849,65.87256879847152,0,266.8,1557,cloud
1680629815.062,16.47500000000946,18.598787559330678,14.9,62,1285.4,edge
1680629815.582,2.931250000037849,65.87256879847152,0,266.8,1557,cloud
1680629815.6,16.47500000000946,18.598787559330678,14.9,62,1285.4,edge
1680629816.121,2.931250000037849,65.87256879847152,0,266.8,1557,cloud
1680629816.138,16.47500000000946,18.598787559330678,14.9,62,1285.4,edge
1680629816.659,2.931250000037849,65.87256879847152,0,266.8,1557,cloud
1680629816.676,16.47500000000946,18.598787559330678,14.9,62,1285.4,edge
1680629817.198,6.231249999982538,66.73634994939617,0,304.5,1556.9,cloud
1680629817.219,16.47500000000946,18.598787559330678,14.9,62,1285.4,edge
1680629817.74,6.231249999982538,66.73634994939617,0,304.5,1556.9,cloud
1680629817.757,16.47500000000946,18.598787559330678,14.9,62,1285.4,edge
1680629818.279,6.231249999982538,66.73634994939617,0,304.5,1556.9,cloud
1680629818.301,16.47500000000946,18.598787559330678,14.9,62,1285.4,edge
1680629818.822,6.231249999982538,66.73634994939617,0,304.5,1556.9,cloud
1680629818.838,16.47500000000946,18.598787559330678,14.9,62,1285.4,edge
1680629819.36,6.231249999982538,66.73634994939617,0,304.5,1556.9,cloud
1680629819.377,16.47500000000946,18.598787559330678,14.9,62,1285.4,edge
1680629819.9,6.231249999982538,66.73634994939617,0,304.5,1556.9,cloud
1680629819.919,16.47500000000946,18.598787559330678,14.9,62,1285.4,edge
