439139.571227278,node2
439140.072204863,node1
439140.573083913,node2
439141.073946911,node1
439141.57488912,node2
439142.076533536,node1
439142.64491461,node2
439143.150725202,node1
439143.672315175,node2
439144.172808935,node1
439144.674342753,node2
439145.175351285,node1
439145.676303435,node2
439146.178260467,node1
439146.679165635,node2
439147.179934604,node1
439147.680895691,node2
439148.181851108,node1
439148.682778324,node2
439149.183494999,node1
439149.684184049,node2
439150.185059588,node1
439150.685941482,node2
439151.186801113,node1
439151.69268377,node2
439152.197511509,node1
439152.698525021,node2
439153.199483951,node1
439153.701345412,node2
439154.202288326,node1
439154.703080752,node2
439155.204041803,node1
439155.705024424,node2
439156.205844327,node1
439156.706663142,node2
439157.207440996,node1
439157.708027733,node2
439158.208836874,node1
439158.709515135,node2
439159.210329976,node1
439159.711135916,node2
439160.2119861,node1
439160.712894733,node2
439161.213784487,node1
439161.719608778,node2
439162.235740946,node1
439162.736558872,node2
439163.237310595,node1
439163.738069432,node2
439164.238966126,node1
439164.739741353,node2
439165.240689034,node1
439165.741588906,node2
439166.242379637,node1
439166.743043416,node2
439167.244341658,node1
439167.745053468,node2
439168.246065342,node1
439168.747787584,node2
439169.248803814,node1
439169.749739875,node2
439170.250662251,node1
439170.751606358,node2
439171.252106644,node1
439171.752963723,node2
439172.253870066,node1
439172.754686428,node2
439173.255560126,node1
439173.756468512,node2
439174.257259392,node1
439174.758171966,node2
439175.259053744,node1
439175.759994193,node2
439176.260788286,node1
439176.76165347,node2
439177.262390383,node1
439177.763070701,node2
439178.263812338,node1
439178.764232441,node2
439179.265036099,node1
439179.765716597,node2
439180.270228954,node1
439180.771032564,node2
439181.27430003,node1
439181.774792832,node2
439182.275818875,node1
439182.77670232,node2
439183.277637336,node1
439183.778432798,node2
439184.279384557,node1
439184.780162724,node2
439185.280975923,node1
439185.781937292,node2
439186.282863266,node1
439186.783749168,node2
439187.284763566,node1
439187.78562058,node2
439188.286532493,node1
439188.787256375,node2
439189.288177399,node1
439189.788935143,node2
439190.289693009,node1
439190.790508187,node2
439191.291235745,node1
439191.791994518,node2
439192.292363367,node1
439192.793087607,node2
439193.293964364,node1
439193.799868786,node2
439194.30344151,node1
439194.804035008,node2
439195.304786439,node1
439195.805587924,node2
439196.306388166,node1
439196.812333341,node2
439197.338815926,node1
439197.839729224,node2
439198.340592117,node1
439198.841564866,node2
439199.342426098,node1
