0.0,source-streaming-4-deployment-85859c767c-hxnhx
0.0,source-streaming-4-deployment-85859c767c-hxnhx
12.0,source-streaming-4-deployment-85859c767c-hxnhx
9.0,source-streaming-4-deployment-85859c767c-hxnhx
20.0,source-streaming-4-deployment-85859c767c-hxnhx
16.0,source-streaming-4-deployment-85859c767c-hxnhx
23.0,source-streaming-4-deployment-85859c767c-hxnhx
20.0,source-streaming-4-deployment-85859c767c-hxnhx
25.0,source-streaming-4-deployment-85859c767c-hxnhx
22.0,source-streaming-4-deployment-85859c767c-hxnhx
26.0,source-streaming-4-deployment-85859c767c-hxnhx
24.0,source-streaming-4-deployment-85859c767c-hxnhx
26.0,source-streaming-4-deployment-85859c767c-hxnhx
24.0,source-streaming-4-deployment-85859c767c-hxnhx
27.0,source-streaming-4-deployment-85859c767c-hxnhx
25.0,source-streaming-4-deployment-85859c767c-hxnhx
27.0,source-streaming-4-deployment-85859c767c-hxnhx
26.0,source-streaming-4-deployment-85859c767c-hxnhx
28.0,source-streaming-4-deployment-85859c767c-hxnhx
26.0,source-streaming-4-deployment-85859c767c-hxnhx
28.0,source-streaming-4-deployment-85859c767c-hxnhx
27.0,source-streaming-4-deployment-85859c767c-hxnhx
28.0,source-streaming-4-deployment-85859c767c-hxnhx
27.0,source-streaming-4-deployment-85859c767c-hxnhx
28.0,source-streaming-4-deployment-85859c767c-hxnhx
27.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
28.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
28.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
28.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
28.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
30.0,source-streaming-4-deployment-85859c767c-hxnhx
29.0,source-streaming-4-deployment-85859c767c-hxnhx
