0.0,None,face-recognition-5-deployment-799ccd96d8-m6l4l
0.0,None,face-recognition-5-deployment-799ccd96d8-m6l4l
0.0,None,face-recognition-5-deployment-799ccd96d8-m6l4l
0.0,None,face-recognition-5-deployment-799ccd96d8-m6l4l
0.0,None,face-recognition-5-deployment-799ccd96d8-m6l4l
0.0,None,face-recognition-5-deployment-799ccd96d8-m6l4l
0.0,True,face-recognition-5-deployment-799ccd96d8-m6l4l
0.0,True,face-recognition-5-deployment-799ccd96d8-m6l4l
0.0,True,face-recognition-5-deployment-799ccd96d8-m6l4l
0.0,True,face-recognition-5-deployment-799ccd96d8-m6l4l
0.0,True,face-recognition-5-deployment-799ccd96d8-m6l4l
0.0,True,face-recognition-5-deployment-799ccd96d8-m6l4l
0.0,True,face-recognition-5-deployment-799ccd96d8-m6l4l
0.0,True,face-recognition-5-deployment-799ccd96d8-m6l4l
0.0,True,face-recognition-5-deployment-799ccd96d8-m6l4l
0.0,True,face-recognition-5-deployment-799ccd96d8-m6l4l
0.0,True,face-recognition-5-deployment-799ccd96d8-m6l4l
0.0,True,face-recognition-5-deployment-799ccd96d8-m6l4l
18.51,True,face-recognition-5-deployment-799ccd96d8-m6l4l
18.51,True,face-recognition-5-deployment-799ccd96d8-m6l4l
18.51,True,face-recognition-5-deployment-799ccd96d8-m6l4l
18.51,True,face-recognition-5-deployment-799ccd96d8-m6l4l
18.51,True,face-recognition-5-deployment-799ccd96d8-m6l4l
18.51,True,face-recognition-5-deployment-799ccd96d8-m6l4l
18.51,True,face-recognition-5-deployment-799ccd96d8-m6l4l
18.51,True,face-recognition-5-deployment-799ccd96d8-m6l4l
18.51,True,face-recognition-5-deployment-799ccd96d8-m6l4l
18.51,True,face-recognition-5-deployment-799ccd96d8-m6l4l
18.51,True,face-recognition-5-deployment-799ccd96d8-m6l4l
18.51,True,face-recognition-5-deployment-799ccd96d8-m6l4l
18.51,True,face-recognition-5-deployment-799ccd96d8-m6l4l
18.51,True,face-recognition-5-deployment-799ccd96d8-m6l4l
18.51,True,face-recognition-5-deployment-799ccd96d8-m6l4l
18.51,True,face-recognition-5-deployment-799ccd96d8-m6l4l
15.17,True,face-recognition-5-deployment-799ccd96d8-m6l4l
15.17,True,face-recognition-5-deployment-799ccd96d8-m6l4l
15.17,True,face-recognition-5-deployment-799ccd96d8-m6l4l
15.17,True,face-recognition-5-deployment-799ccd96d8-m6l4l
15.17,True,face-recognition-5-deployment-799ccd96d8-m6l4l
15.17,True,face-recognition-5-deployment-799ccd96d8-m6l4l
15.17,True,face-recognition-5-deployment-799ccd96d8-m6l4l
15.17,True,face-recognition-5-deployment-799ccd96d8-m6l4l
15.17,True,face-recognition-5-deployment-799ccd96d8-m6l4l
15.17,True,face-recognition-5-deployment-799ccd96d8-m6l4l
15.17,True,face-recognition-5-deployment-799ccd96d8-m6l4l
